movie_name,movie_director,movie_year,movie_rank,critic_name,critic_org,critic_cn,birth_place,geometry.coordinates,douban_rate,douban_ppl,imdb_name,imdb_rate,storyline,imdb_ppl1,rate_dif,ppl_dif
The Deep Blue Sea,Terence Davies,2011,6,Scott Renshaw,Salt Lake City Weekly,US,"Liverpool, England, UK","[-2.9784, 53.41005]",7.1,17840.0, The Deep Blue Sea (2011) ,6.2,The wife of a British Judge is caught in a self-destructive love affair with a Royal Air Force pilot.,16000.0,0.8999999999999995,1840.0
Eternal Sunshine of the Spotless Mind,Michel Gondry,2004,7,Scott Renshaw,Salt Lake City Weekly,US,"Versailles, Seine-et-Oise [now Yvelines], France","[2.13108, 48.80195]",8.5,220299.0, Eternal Sunshine of the Spotless Mind (2004) ,8.3,"Much to his surprise, timid Joel Barish is shocked to discover that the love of his life, sparky Clementine, has had him erased from her memory. To pay her back in the same coin, poor Joel summons up the courage to undergo a painless but intricate medical procedure to do the same, utterly unaware that darkness is an essential part of the light. Now, as hurt and angry Joel's ugly recollections of Clementine gradually fade away, giving way to a soulless black void, suddenly, he begins having second thoughts, toying with the idea of stopping the irreversible process. In the end, is ignorance really bliss? —Nick Riganas",958000.0,0.1999999999999993,-737701.0
Sita Sings the Blues,Nina Paley,2008,8,Scott Renshaw,Salt Lake City Weekly,US,"Champaign, Illinois, USA","[-88.2435, 40.1142]",8.1,2646.0, Sita Sings the Blues (2008) ,7.6,"The movie is about Sita, the Hindu Goddess from the epic ""The Ramayana"", who accompanies Lord Rama on a 14 year exile in forest. Sita is abducted by Ravana, the ruler of Lanka. This movie tells the story of Rama and Sita, along-with a biographical account of the director's relationship with her husband. —pulkitanand",4700.0,0.5,-2054.0
The Babadook,Jennifer Kent,2014,9,Scott Renshaw,Salt Lake City Weekly,US,"Brisbane, Queensland, Australia","[153.02334, -27.46844]",6.5,11391.0, The Babadook (2014) ,6.8,"Amelia, who lost her husband in a car crash on the way to give birth to Samuel, their only child, struggles to cope with her fate as a single mom. Samuel's constant fear of monsters and violent reaction to overcome the fear doesn't help her cause either, which makes her friends become distant. When things can not get any worse, they read a strange book in their house about the 'Babadook' monster that hides in the dark areas of their house. Even Amelia seems to feel the effect of Babadook and desperately tries in vain to destroy the book. The nightmarish experiences the two encounter form the rest of the story. —PipingHotViews",211000.0,-0.2999999999999998,-199609.0
Holy Motors,Leos Carax,2012,10,Scott Renshaw,Salt Lake City Weekly,US,"Suresnes, Seine [now Hauts-de-Seine], France","[2.22612, 48.86773]",7.9,20123.0, Holy Motors (2012) ,7.1,"From dawn to dusk, a few hours in the life of Monsieur Oscar, a shadowy character who journeys from one life to the next. He is, in turn, captain of industry, assassin, beggar, monster, family man. He seems to be playing roles, plunging headlong into each part - but there are no cameras present.",45000.0,0.8000000000000007,-24877.0
Eternal Sunshine of the Spotless Mind,Michel Gondry,2004,1,Katey Rich,Vanity Fair,US,"Versailles, Seine-et-Oise [now Yvelines], France","[2.13108, 48.80195]",8.5,220299.0, Eternal Sunshine of the Spotless Mind (2004) ,8.3,"Much to his surprise, timid Joel Barish is shocked to discover that the love of his life, sparky Clementine, has had him erased from her memory. To pay her back in the same coin, poor Joel summons up the courage to undergo a painless but intricate medical procedure to do the same, utterly unaware that darkness is an essential part of the light. Now, as hurt and angry Joel's ugly recollections of Clementine gradually fade away, giving way to a soulless black void, suddenly, he begins having second thoughts, toying with the idea of stopping the irreversible process. In the end, is ignorance really bliss? —Nick Riganas",958000.0,0.1999999999999993,-737701.0
WALL-E,Andrew Stanton,2008,2,Katey Rich,Vanity Fair,US,"Boston, Massachusetts, USA","[-71.05674, 42.35866]",9.3,1158370.0," WALL·E (2008) aka ""WALL-E"" ",8.4,"In a distant, but not so unrealistic, future where mankind has abandoned earth because it has become covered with trash from products sold by the powerful multi-national Buy N Large corporation, WALL-E, a garbage collecting robot has been left to clean up the mess. Mesmerized with trinkets of Earth's history and show tunes, WALL-E is alone on Earth except for a sprightly pet cockroach. One day, EVE, a sleek (and dangerous) reconnaissance robot, is sent to Earth to find proof that life is once again sustainable. WALL-E falls in love with EVE. WALL-E rescues EVE from a dust storm and shows her a living plant he found amongst the rubble. Consistent with her ""directive"", EVE takes the plant and automatically enters a deactivated state except for a blinking green beacon. WALL-E, doesn't understand what has happened to his new friend, but, true to his love, he protects her from wind, rain, and lightning, even as she is unresponsive. One day a massive ship comes to reclaim EVE, but WALL-E, out of love or loneliness, hitches a ride on the outside of the ship to rescue EVE. The ship arrives back at a large space cruise ship, which is carrying all of the humans who evacuated Earth 700 years earlier. The people of Earth ride around this space resort on hovering chairs which give them a constant feed of TV and video chatting. They drink all of their meals through a straw out of laziness and/or bone loss, and are all so fat that they can barely move. When the auto-pilot computer, acting on hastily-given instructions sent many centuries before, tries to prevent the people of Earth from returning by stealing the plant, WALL-E, EVE, the portly captain, and a band of broken robots stage a mutiny.",1100000.0,0.9000000000000004,58370.0
In the Mood for Love,Wong Kar-wai,2000,3,Katey Rich,Vanity Fair,US,"Shanghai, China","[121.4747, 31.25516]",8.7,507976.0, In the Mood for Love (2000) ,8.1,"Set in Hong Kong, 1962, Chow Mo-Wan is a newspaper editor who moves into a new building with his wife. At the same time, Su Li-zhen, a beautiful secretary and her executive husband also move in to the crowded building. With their spouses often away, Chow and Li-zhen spend most of their time together as friends. They have everything in common from noodle shops to martial arts. Soon, they are shocked to discover that their spouses are having an affair. Hurt and angry, they find comfort in their growing friendship even as they resolve not to be like their unfaithful mates. —Anonymous",140000.0,0.5999999999999996,367976.0
There Will Be Blood,Paul Thomas Anderson,2007,4,Katey Rich,Vanity Fair,US,"Studio City, California, USA","[-118.39561, 34.14453]",8.4,64423.0, There Will Be Blood (2007) ,8.2,"The intersecting life stories of Daniel Plainview and Eli Sunday in early twentieth century California is presented. Miner turn oilman Daniel Plainview is a driven man who will do whatever it takes to achieve his goals. He works hard but he also takes advantage of those around him at their expense if need be. His business partner is his son H.W., who in reality he ""acquired"" when H.W.'s biological single father, who worked on one of Daniel's rigs, got killed in a workplace accident. Daniel is deeply protective of H.W. if only for what H.W. brings to the partnership. Eli Sunday is one in a pair of twins, whose family farm Daniel purchases for the major oil deposit located on it. Eli, the local preacher and a self-proclaimed faith healer, wants the money from the sale of the property to finance his own church. The lives of the two competitive men often clash as Daniel pumps oil off the property and tries to acquire all the surrounding land at bargain prices to be able to build a pipeline to the coast, and as Eli tries to build his own religious empire. —Huggo",552000.0,0.20000000000000107,-487577.0
Take This Waltz,Sarah Polley,2011,5,Katey Rich,Vanity Fair,US,"Toronto, Ontario, Canada","[-79.38544, 43.64869]",7.1,2381.0, Take This Waltz (2011) ,6.6,"While on a plane ride back to Toronto from a writing assignment, Margot meets Daniel, a handsome stranger. An immediate attraction is formed and Margot is able to open up and discuss some of her fears and longings. A taxi ride back home causes Daniel and Margot to realize that they are neighbours and Margot admits she's married. The summer-time heat and her increasing fascination with the handsome artist who lives across the street starts getting to her, and Margot is no longer sure if she's happy in her marriage or if she'd be happier with her fantasies with Daniel. —napierslogs",28000.0,0.5,-25619.0
The Diving Bell and the Butterfly,Julian Schnabel,2007,6,Katey Rich,Vanity Fair,US,"Brooklyn, New York, USA","[-73.99036, 40.69245]",7.9,37860.0, The Diving Bell and the Butterfly (2007) ,8.0,"Forty-three year old Elle magazine editor Jean-Dominique Bauby - Jean-Do to his friends - awakens not knowing where he is. He is in a Berck-sur-Mer hospital, where he has been for the past several weeks in a coma after suffering a massive stroke. Although his cognitive facilities are intact, he quickly learns that he has what is called locked-in syndrome which has resulted in him being almost completely paralyzed, including not being able to speak. One of his few functioning muscles is his left eye. His physical situation and hospitalization uncomfortably bring together the many people in his life, including: Céline Desmoulins, his ex-lover and mother of his children; Inès, his current lover; and his aged father who he calls Papinou. Among his compassionate recuperative team are his physical therapist Marie, and his speech therapist Henriette. Henriette eventually teaches him to communicate using a system where he spells out words: she reads out the letters of the alphabet in descending order of their use in the French language, and he blinks his functioning left eye when she reaches the appropriate letter. Although frustrating at start, he learns to communicate effectively but slowly using this method, so much so that with the help of Claude, a full time translator, he decides on the monumental and seemingly impossible task to keep to his pre-injury commitment of writing a book, changing its focus to life in his current state. —Huggo",106000.0,-0.09999999999999964,-68140.0
